COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
FRA,France,1518.0,43308.84587,1093675.0,2750680000000.0,32.3,0.0,121.1126749,0.0,2014,6.466867924,10.53272915,0.877504528,73.0,0.8034741879999999,-0.122516043,0.6556374429999999,0.8110544679999999,0.215893835,0.26380172399999996,0.759364009,1.317823052,1.853521585,0.286618143,0.32299999999999995,0.320923077,0.432021111,,,,,,0.18764232100000003,
GBR,United Kingdom,1547.0,43782.31312,1145610.4000000001,2657160000000.0,34.0,0.0,267.0737817,0.0,2014,6.758147717000001,10.55194569,0.9102473259999999,71.62000275,0.85703969,0.35052102799999996,0.48411843200000004,0.7939926979999999,0.251140326,0.42267209299999997,0.8455686570000001,1.770141125,1.87745738,0.277806491,0.34,0.341083333,0.48483628,,,,0.304498315,,0.300558358,
GRC,Greece,1933.0,26803.24237,232879.6,245795000000.0,35.8,0.0,84.50281614,0.0,2014,4.75623703,10.08920479,0.832333207,71.73999786,0.369156331,-0.28912001800000003,0.9302138090000001,0.6946759220000001,0.385433316,0.18829274199999999,0.23915565,0.24203392899999998,2.412558317,0.507240951,0.358,0.346384615,0.314226389,,,,,,,
HUN,Hungary,1751.7,20707.45771,259976.30000000002,139309000000.0,30.9,99.09999847,108.98561799999999,0.0,2014,5.18056345,10.09251308,0.844735265,66.23999786,0.494474709,-0.15642684699999998,0.855361402,0.650690138,0.237619638,0.308385164,0.6115855570000001,0.48798129,1.8822979930000001,0.36333847,0.309,0.29791666699999997,0.320106834,,0.331434399,,0.22461538,,0.28884217100000004,
IRL,Ireland,1731.0,46314.707930000004,62700.5,254491000000.0,31.9,0.0,67.61126433,0.0,2014,7.018379211,10.7974987,0.9677446479999999,71.90000153,0.921629548,0.259822041,0.406036258,0.7843348379999999,0.22872304899999998,0.459882379,1.185246229,1.6865000719999999,1.672049999,0.238238767,0.319,0.326153846,0.49598401799999997,,,,,,,
ISR,Israel,1894.53,33516.041619999996,87951.3,271090000000.0,39.8,0.0,379.65341960000006,0.0,2014,7.400570393,10.36413765,0.8890697359999999,72.63999939,0.7069746259999999,0.091592588,0.8180399540000001,0.604293108,0.271255702,0.44364184100000004,-0.15607816,1.1001014709999999,1.580246329,0.21353034699999998,,0.4112,0.28140401800000003,,,,,0.230252102,,
ITA,Italy,1717.1,37481.9106,1202303.0,2043490000000.0,34.7,0.0,206.66736930000002,0.0,2014,6.026585102,10.43252182,0.89789933,72.95999908,0.623531222,-0.06720639,0.919959545,0.7160642740000001,0.35601961600000004,0.309035748,0.7287139890000001,0.340944111,2.005415201,0.332761437,0.34700000000000003,0.344,0.47224721299999994,,,,,,0.282520324,
JPN,Japan,1729.0,39633.251939999995,2550815.7,5916320000000.0,0.0,0.0,349.1222295,0.0,2014,5.922620772999999,10.52774811,0.9000403290000001,74.51999664,0.8380517359999999,-0.150382042,0.617483139,0.7415080070000001,0.18943283,0.37951529,1.002343178,1.562861204,1.893250585,0.31966432899999997,,0.321,0.4244335,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1599.0,21367.70885,88232.29999999999,43796470015.0,37.7,0.0,46.80553871,0.0,2014,6.125723839,10.17573357,0.908239841,65.30000305,0.507947206,-0.26756894600000003,0.956347883,0.619342983,0.286910683,0.344657153,0.851863742,0.918602824,1.869706154,0.30522206399999996,0.377,0.355,0.340137184,,,,0.213082254,,,
LUX,Luxembourg,1506.0,63606.706139999995,11660.0,58779842025.0,31.2,0.0,228.93786009999997,0.0,2014,6.89112711,11.44737625,0.875469446,72.41999817,0.937987685,0.09927851,0.366286784,0.803083718,0.17040939600000002,0.662738323,1.466502905,1.816249847,1.539557576,0.223411575,0.312,0.316076923,0.345527112,,,,,,,
LVA,Latvia,1741.0,20429.452080000003,64334.200000000004,27432357432.0,35.1,0.0,32.06468318,0.0,2014,5.729115486,10.00659657,0.881255507,65.63999939,0.670653164,-0.046075948,0.803687513,0.652273059,0.225979373,0.229044721,0.66835165,0.8544881940000001,1.962899804,0.342618287,0.35100000000000003,0.360333333,0.40646755700000003,,,,0.239166662,,,
MEX,Mexico,2134.0,16028.6024,1240165.7,1184180000000.0,45.8,94.55587769,63.90164356,0.0,2014,6.679831028,9.718518257000001,0.781964958,67.22000122,0.7791329029999999,-0.097106457,0.629851162,0.80164963,0.22873041,0.327582031,-0.426801324,-0.14058508,2.15046978,0.32193476,0.45799999999999996,0.4698,0.44364541799999996,,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.12406203199999999
NLD,Netherlands,1426.0,54260.74479,283161.6,861816000000.0,28.6,0.0,500.5938853999999,0.0,2014,7.32118845,10.72916317,0.9089957479999999,71.87999725,0.910179615,0.326043248,0.45694837,0.867766142,0.220656529,0.525242269,1.296198368,1.889317155,1.4108523130000001,0.192708105,0.28600000000000003,0.286333333,0.455574274,,,,,,0.435723454,0.661756992
NOR,Norway,1426.9,50749.04262,85229.6,458626000000.0,26.8,0.0,14.06986657,0.0,2014,7.444470882,11.05752373,0.9411619309999999,72.68000031,0.9563161729999999,0.162420183,0.404825836,0.833696604,0.194354936,0.699690521,1.402022839,1.9326351880000001,1.637590885,0.219974115,0.268,0.272230769,0.413273871,,,,0.647737384,,0.7373046879999999,
NZL,New Zealand,1762.0,39419.08318,66601.5,162992000000.0,0.0,0.0,17.12696062,0.0,2014,7.3058924670000005,10.44741917,0.9423808459999999,72.48000336,0.931882441,0.34398707700000003,0.27260860800000003,0.847514093,0.19901886600000002,0.629681349,1.496155739,2.036119938,1.675197124,0.22929397199999998,,,0.394328237,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1827.0,24195.84838,758866.4,535721000000.0,32.1,0.0,124.1442732,0.0,2014,5.750282287999999,10.10016727,0.923642278,67.94000244,0.8753570909999999,-0.070496768,0.897741735,0.776996672,0.222643748,0.252522856,0.97402674,0.8395088909999999,2.052378654,0.35691788799999996,,,0.378063649,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
PRT,Portugal,1714.0,25360.07583,215827.80000000002,223971000000.0,35.6,0.0,113.5417757,0.0,2014,5.12691164,10.16676331,0.86182946,71.59999847,0.8468101020000001,-0.1285045,0.94107008,0.7050722840000001,0.357692271,0.227394462,0.956860006,0.955930233,2.3644695280000003,0.461187869,0.35600000000000004,0.367538462,0.44026351,,,,,,,
SVN,Slovenia,1681.9,34282.48437,42895.9,47888250500.0,25.7,99.69999695,102.38232370000001,0.0,2014,5.678395271,10.25476551,0.908347547,70.0,0.887747705,0.049876269,0.909118295,0.619817793,0.290812403,0.17685100399999998,0.960940123,0.848769665,2.046137094,0.36033719799999997,0.257,0.2495,0.378871739,,,,0.1529295,,0.17589892399999998,0.19981238199999998
SWE,Sweden,1470.0,42444.08578,183045.0,519892000000.0,28.4,0.0,23.80523434,0.0,2014,7.239147663,10.69574738,0.932719827,72.22000122,0.9452733990000001,0.19555693899999999,0.25038999300000003,0.8356722590000001,0.20768831699999998,0.563272059,1.338251948,1.9401652809999999,1.5666487219999998,0.216413423,0.284,0.27415384600000003,0.382445574,,0.570789635,,0.565906823,0.637184501,0.6797278520000001,0.607827246
USA,United States,1784.0,60617.97202000001,5257849.6,16242500000000.0,0.0,0.0,34.80614436,0.0,2014,7.151114464,10.85749722,0.902097046,68.62000275,0.8660768870000001,0.212869316,0.702267468,0.8342944379999999,0.281265348,0.34867119799999996,0.8268213870000001,1.433887959,2.070653915,0.28955680100000003,,0.40816666700000004,0.753396153,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504
