COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
EST,Estonia,1820.0,21161.9214,37680.7,21875027648.0,32.9,0.0,31.20301958,0.0,2012,5.363927841000001,10.15393448,0.889454544,67.22000122,0.696825743,-0.196030051,0.7928527,0.647360325,0.198966742,0.272975951,0.87419492,1.156192064,1.961893439,0.365756869,0.32899999999999996,0.332461538,0.38173207600000003,,,,0.21057786,,,0.389869928
FIN,Finland,1575.0,43715.15615,108759.1,250545000000.0,27.1,0.0,17.81556155,0.0,2012,7.420209408,10.59445572,0.9277393820000001,70.87999725,0.920968115,-0.00570858,0.360733956,0.7962850929999999,0.201654434,0.5979415770000001,1.50073123,2.0591225619999998,1.6301324369999999,0.219688192,0.271,0.275615385,0.37971097200000004,,0.5717192289999999,,0.479229987,,0.5803785920000001,
FRA,France,1541.0,42654.36826,1121575.0,2709010000000.0,33.1,0.0,119.91407279999999,0.0,2012,6.649365425,10.52749729,0.93709743,72.59999847,0.8413203359999999,-0.153478965,0.607905269,0.754119575,0.252988011,0.44062534,0.8965236540000001,1.3451526169999999,1.7945482730000002,0.269882649,0.331,0.320923077,0.328147918,,,,,,0.18764232100000003,
GBR,United Kingdom,1531.0,44006.8491,1143086.2,2529320000000.0,32.3,0.0,263.3005415,0.0,2012,6.880784035,10.51577282,0.934574962,71.45999908,0.888970494,0.367420435,0.425169915,0.844452202,0.18424452800000002,0.421262175,0.870701671,1.646371841,1.870208263,0.271801621,0.32299999999999995,0.341083333,0.652187049,,,,0.304498315,,0.300558358,
GRC,Greece,1966.0,28108.0392,238943.5,252163000000.0,36.2,0.0,85.68666408,0.0,2012,5.0963540080000005,10.10087299,0.81214112,71.62000275,0.37261042,-0.306134254,0.958908975,0.580687582,0.35150629299999997,0.126218989,0.241770923,0.271006763,2.490795374,0.48874065299999997,0.36200000000000004,0.346384615,0.344145775,,,,,,,
HUN,Hungary,1750.0,20852.274080000003,266496.5,130922000000.0,30.8,0.0,109.5809345,0.0,2012,4.683358192,10.02491188,0.906113982,65.91999817,0.56923151,-0.142413616,0.930297315,0.65190798,0.315398008,0.209778264,0.712581217,0.64710778,2.094283819,0.44717565200000003,0.308,0.29791666699999997,0.310641199,,0.331434399,,0.22461538,,0.28884217100000004,
IRL,Ireland,1707.0,48153.35402,62716.1,230820000000.0,33.2,0.0,66.76633764,0.0,2012,6.964645386,10.71382141,0.9617859129999999,71.69999695,0.90219456,0.29874143,0.572632253,0.835201979,0.23666156800000002,0.34587270000000003,1.131797075,1.579027534,1.870121717,0.268516421,0.332,0.326153846,0.470194757,,,,,,,
ISL,Iceland,1510.0,48049.69794,7776.700000000001,14121903068.0,26.8,0.0,3.199162095,0.0,2012,7.590660095,10.59492397,0.978965282,72.76000214,0.9046545029999999,0.239700317,0.7585856320000001,0.899718463,0.157153815,0.257335573,1.34399128,1.545394659,1.569349289,0.20674741300000002,0.268,0.280833333,0.40288952,,,,,,,
ISR,Israel,1918.77,33166.65214,87511.59999999999,250536000000.0,41.4,0.0,365.54990760000004,0.0,2012,7.110854626,10.32817173,0.9034155009999999,72.51999664,0.681439221,0.150700644,0.862327278,0.665101826,0.319231451,0.343569756,-0.217279762,1.074690342,1.7400853630000002,0.24470832899999997,0.414,0.4112,0.28481248,,,,,0.230252102,,
ITA,Italy,1734.2,37279.12066,1232307.2,2077060000000.0,35.2,0.0,202.41965390000001,0.0,2012,5.8393139839999995,10.46958542,0.86948663,72.87999725,0.570094943,0.110555314,0.9083236459999999,0.66976124,0.387652248,0.28069460399999996,0.712513387,0.410039097,2.1909852030000003,0.375212789,0.35200000000000004,0.344,0.369049281,,,,,,0.282520324,
JPN,Japan,1745.0,40380.393280000004,2517567.5,5778640000000.0,0.0,0.0,350.09052010000005,0.0,2012,5.968216419,10.50143337,0.9052954320000001,74.16000366,0.752831519,,0.692387402,0.776910841,0.17147471,0.169178054,1.024869084,1.3860784769999999,1.9020839930000002,0.318702251,,0.321,0.36115574799999994,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1620.0,19671.09994,89747.69999999998,40870192058.0,35.1,0.0,47.67165087,0.0,2012,5.771037102,10.08786297,0.918690145,64.90000153,0.503027141,-0.277095586,0.956959248,0.5809710029999999,0.277385563,0.145729542,0.8578597309999999,0.800440192,1.8465698959999999,0.319971919,0.35100000000000003,0.355,0.310113639,,,,0.213082254,,,
LUX,Luxembourg,1508.0,60707.10622,11909.699999999999,54371319074.0,34.3,0.0,218.4962963,0.0,2012,6.964097023,11.40205193,0.913907707,72.05999756,0.9165209529999999,0.053239107,0.402753204,0.8152487279999999,0.22741171699999999,0.7436705229999999,1.490909815,1.840276241,1.7822850940000001,0.25592479100000004,0.34299999999999997,0.316076923,0.34890341799999997,,,,,,,
LVA,Latvia,1738.0,18272.87632,66284.9,26293015996.0,35.2,0.0,32.71661306,0.0,2012,5.125025272,9.944048882,0.8511952159999999,65.12000275,0.563811779,-0.04060765,0.894979358,0.560012877,0.232224524,0.191219807,0.614571154,0.721494794,1.890645146,0.368904561,0.35200000000000004,0.360333333,0.32179889100000003,,,,0.239166662,,,
MEX,Mexico,2120.0,16050.29823,1179142.5,1136490000000.0,45.4,94.22840118,62.15607757,0.0,2012,7.320185184,9.704709053,0.767279446,66.86000061,0.7877683040000001,-0.095760457,0.633281112,0.7844792009999999,0.27811053399999996,0.3614088,-0.274854422,-0.031542644,2.074157,0.283347607,0.45399999999999996,0.4698,0.426429868,,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.12406203199999999
NLD,Netherlands,1411.0,54362.195470000006,286525.39999999997,850829000000.0,27.6,0.0,496.8849941000001,0.0,2012,7.470715522999999,10.72351742,0.9388846759999999,71.63999939,0.8771186470000001,0.28282368199999997,0.433753788,0.860640585,0.226289868,0.574513912,1.396525145,1.8863096240000001,1.351189137,0.18086475100000002,0.276,0.286333333,0.35245353,,,,,,0.435723454,0.661756992
NOR,Norway,1419.7,49465.068510000005,88656.2,445095000000.0,25.7,0.0,13.74033034,0.0,2012,7.678277016,11.05094433,0.9476574059999999,72.23999786,0.9465658659999999,0.128627837,0.36804267799999996,0.8227498529999999,0.212821111,0.663340509,1.527816534,1.917715073,1.746017814,0.22739708399999997,0.257,0.272230769,0.31880399600000003,,,,0.647737384,,0.7373046879999999,
NZL,New Zealand,1734.0,39621.7161,64812.3,154298000000.0,0.0,0.0,16.74110364,0.0,2012,7.249629973999999,10.41539097,0.9300286170000001,72.23999786,0.901853085,0.28298702800000003,0.28929793800000003,0.866304159,0.20687817,0.61469996,1.489543796,1.965111136,1.7226243019999998,0.23761548100000002,,,0.38531354100000004,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1824.0,23445.50559,775779.1,511396000000.0,32.4,0.0,124.3000588,0.0,2012,5.87593174,10.05268764,0.9359238740000001,67.62000275,0.811301708,-0.03269821,0.8878958229999999,0.7874891759999999,0.266746789,0.26862874600000003,1.056877136,0.769939899,1.88393259,0.32061854,,,0.347640306,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
PRT,Portugal,1698.0,25294.18881,221526.4,224526000000.0,36.0,0.0,114.8034065,0.0,2012,4.9939622880000005,10.15835667,0.86603862,71.19999695,0.773821414,-0.09924101800000001,0.959288418,0.728934467,0.37016996700000004,0.230625153,0.90190047,0.9719284770000001,2.494402647,0.499483675,0.36,0.367538462,0.425317734,,,,,,,
SVN,Slovenia,1644.6,34227.66164,43893.299999999996,47035305258.0,25.6,0.0,102.1140519,0.0,2012,6.062891006,10.23913479,0.924753785,69.59999847,0.904386282,-0.022012195,0.8907541040000001,0.656376362,0.283989847,0.238065988,0.96744442,0.879258931,2.095799685,0.345676631,0.256,0.2495,0.33938545,,,,0.1529295,,0.17589892399999998,0.19981238199999998
SWE,Sweden,1478.0,41581.03568,189166.8,500510000000.0,27.6,0.0,23.36960279,0.0,2012,7.560147762000001,10.67609787,0.929397464,72.05999756,0.944382191,0.125826225,0.253543109,0.855099976,0.170226127,0.6264972089999999,1.4304776190000001,2.032324076,1.587887406,0.21003390800000002,0.276,0.27415384600000003,0.319790423,,0.570789635,,0.565906823,0.637184501,0.6797278520000001,0.607827246
USA,United States,1783.0,60047.20521,5091524.5,15567000000000.0,0.0,0.0,34.31286833,0.0,2012,7.026226997,10.83013153,0.903192282,68.66000366,0.822662294,0.20624339600000002,0.71003443,0.833771288,0.259643853,0.348855615,0.897014558,1.467069626,2.1631598469999997,0.307869345,,0.40816666700000004,0.6290693279999999,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504
