COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
FRA,France,1540.0,42435.38246,1087821.7,2642610000000.0,33.7,0.0,118.75934,0.9,2010,6.797901154,10.51476955,0.942954779,72.19999695,0.8497021790000001,-0.108059548,0.622954249,0.789724112,0.260568112,0.401466221,0.941972136,1.432198048,1.757904291,0.258595139,0.337,0.320923077,0.362922639,,,,,,0.18764232100000003,
GBR,United Kingdom,1506.0,45526.55342,1128414.4999999998,2452900000000.0,34.4,0.0,259.44018930000004,1.0,2010,7.029364108999999,10.50141621,0.955068171,71.30000305,0.841306746,0.39928963799999995,0.5868131520000001,0.8626207709999999,0.176342949,0.50351125,0.850906134,1.667571664,1.8538528680000002,0.26372981100000004,0.344,0.341083333,0.544114292,,,,0.304498315,,0.300558358,
GRC,Greece,1932.0,31510.05117,223584.80000000002,299362000000.0,34.1,0.0,86.27882855,1.1,2010,5.839558601,10.2655611,0.8684224490000001,71.5,0.484110981,-0.304612339,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.44335699100000003,2.2792551519999997,0.39031291,0.341,0.346384615,0.323342144,,,,,,,
HUN,Hungary,1777.0,21617.7991,268598.89999999997,130923000000.0,29.4,0.0,110.46087479999998,1.3,2010,4.725132465,10.01700497,0.895693719,65.59999847,0.513835371,-0.15165179999999998,0.98327601,0.6558164360000001,0.234813049,0.251568109,0.789993286,0.707273602,1.9737563130000002,0.41771450600000004,0.294,0.29791666699999997,0.322203815,0.133168325,0.331434399,,0.22461538,,0.28884217100000004,
IRL,Ireland,1702.0,48697.70833,58426.9,222134000000.0,32.3,0.0,66.19473073,1.0,2010,7.257389545,10.69263554,0.972885907,71.5,0.85602957,0.346274585,0.618024111,0.875982642,0.200655416,0.332579374,1.17229867,1.6066871880000002,1.905356526,0.26254019100000003,0.32299999999999995,0.326153846,0.575250983,,,,,,,
ISR,Israel,1956.53,34997.43567,82544.4,233731000000.0,42.6,0.0,352.2920518,1.1,2010,7.358916282999999,10.30034924,0.881829858,72.40000153,0.5614779000000001,0.147556573,0.902182698,0.67945838,0.362394363,0.448931694,-0.378653169,1.069919825,1.5924906730000001,0.216402873,0.426,0.4112,0.25077647,,,,,0.230252102,,
ITA,Italy,1777.3,39051.105339999995,1174339.7,2125060000000.0,34.7,0.0,201.5279017,0.9,2010,6.354238033,10.4968462,0.8723841309999999,72.80000305,0.737738907,-0.061857227,0.921075165,0.596380711,0.235879943,0.333916396,0.718360543,0.473874211,1.958520412,0.30822271100000004,0.34700000000000003,0.344,0.333891571,,,,,,0.282520324,
JPN,Japan,1733.0,40175.19119,2398768.0000000005,5700100000000.0,0.0,0.0,351.30983399999997,0.9,2010,6.056752682000001,10.48429871,0.901924908,73.80000305,0.7717223759999999,-0.151213542,0.769557059,0.827118337,0.187703073,0.27027148,0.960023105,1.358309865,1.978432059,0.32664898,,0.321,0.330657125,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1643.0,18835.71381,92302.19999999998,37120517694.0,33.6,0.0,49.4181412,2.2,2010,5.065824986,9.955636024,0.8818106059999999,64.5,0.519352257,-0.278347969,0.9621672029999999,0.473149508,0.27202931,0.11450326400000001,0.8154476279999999,0.716123462,1.9833433630000001,0.391514391,0.336,0.355,0.32577225600000004,,,,0.213082254,,,
LUX,Luxembourg,1517.0,62131.56237000001,11912.4,53212476812.0,30.5,0.0,208.6226337,0.6,2010,7.097251892,11.42674923,0.9523717159999999,71.69999695,0.908303082,0.09034389300000001,0.42334133399999996,0.808782876,0.216064394,0.768445313,1.518027306,1.8240033390000001,1.67573595,0.236110538,0.305,0.316076923,0.336977035,0.261070311,,,,,,
MEX,Mexico,2150.0,16183.105609999999,1161191.1,1057800000000.0,45.3,93.06893921,60.35080172,2.8,2010,6.802388668,9.662432671,0.876389682,66.5,0.778120756,-0.05126686,0.6928918959999999,0.8400591609999999,0.215494677,0.37198627,-0.273978293,-0.12431024,2.145824432,0.315451592,0.45299999999999996,0.4698,0.419643879,0.290797144,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.12406203199999999
NLD,Netherlands,1420.0,54477.2274,276988.5,846555000000.0,27.8,0.0,492.59988139999996,0.9,2010,7.501875877000001,10.72600937,0.9565368890000001,71.40000153,0.921448231,0.344101906,0.398591846,0.8532338140000001,0.206079304,0.636186302,1.195659637,1.856004,1.336109757,0.17810341699999999,0.278,0.286333333,0.46467462200000004,0.46932283,,,,,0.435723454,0.661756992
NZL,New Zealand,1755.0,38802.78948,61476.1,146584000000.0,0.0,0.0,16.52310964,1.2,2010,7.223756312999999,10.37720966,0.975642204,72.0,0.9177525040000001,0.250549614,0.32074818,0.84723419,0.23475848100000002,0.6391351820000001,1.3719973559999998,1.959680557,1.6863403319999999,0.23344369199999998,,,0.426387578,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1834.0,23652.32651,763216.3,479258000000.0,33.2,0.0,124.2092007,1.4,2010,5.8870296479999995,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.9046972990000001,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.9359594580000001,0.32885167,,,0.392158389,0.276937902,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
PRT,Portugal,1735.0,27080.30185,218106.3,238303000000.0,35.8,0.0,115.4394585,1.2,2010,5.094525814,10.21238518,0.863906741,70.80000305,0.721036375,-0.108383298,0.9478794340000001,0.741612136,0.265107363,0.26326957300000003,0.9124450679999999,0.9692562220000001,2.0685172080000003,0.406027436,0.358,0.367538462,0.438607901,0.24181570100000002,,,,,,
SVN,Slovenia,1680.1,35473.81452,42582.3,48013606745.0,24.9,0.0,101.68582690000001,1.0,2010,6.082555294,10.26389885,0.917203367,69.19999695,0.8955224159999999,0.026649822000000004,0.844790697,0.67081368,0.295366138,0.331916302,0.9575735329999999,0.9297418,2.168138504,0.356451929,0.249,0.2495,0.36766368200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998
SWE,Sweden,1494.0,40175.42479,186238.80000000002,488909000000.0,27.7,0.0,22.85452552,0.9,2010,7.496018887000001,10.66761875,0.97024262,71.90000153,0.9046999809999999,0.13516292,0.253086656,0.8330332640000001,0.20011203,0.602851212,1.318448305,1.9731383319999998,1.593267798,0.212548524,0.27699999999999997,0.27415384600000003,0.309502602,0.561385512,0.570789635,,0.565906823,0.637184501,0.6797278520000001,0.607827246
USA,United States,1773.0,59476.636029999994,4943513.699999999,14992100000000.0,40.4,0.0,33.81566442,1.3,2010,7.16361618,10.80718327,0.9261587259999999,68.69999695,0.828044355,0.235521659,0.6895825859999999,0.860642135,0.231052637,0.418275833,0.7860048409999999,1.4783297780000002,2.182073832,0.304605067,0.40399999999999997,0.40816666700000004,0.739406407,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504
