COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
ISL,Iceland,1494.0,58131.149529999995,8888.3,16835179721.0,0.0,0.0,3.3460249380000002,0.0,2016,7.510034561,10.7283411,0.984940052,73.0,0.9516095520000001,0.278244555,0.719299555,0.873887897,0.158169165,0.36351829799999996,1.358806014,1.532976985,1.5712463859999999,0.20921959,,0.280833333,0.340639085,,,,,,,
ISR,Israel,1922.08,35701.37218,91515.29999999999,289193000000.0,38.9,0.0,394.9168207,0.0,2016,7.159010887000001,10.39477539,0.8896607759999999,72.90000153,0.772297323,0.15050979,0.804056585,0.629189372,0.263090223,0.43813318,-0.003985524,1.2293506859999999,1.66659677,0.23279707100000002,,0.4112,0.306069046,,,,,0.230252102,,
JPN,Japan,1714.0,40304.55493,2620338.8,6052670000000.0,0.0,0.0,348.350096,0.0,2016,5.954650879,10.55274868,0.8997738359999999,74.80000305,0.836064637,-0.073620148,0.697639346,0.76010859,0.192402646,0.36220064799999996,0.9854010940000001,1.549104095,1.8989526030000001,0.318902433,,0.321,0.32905584600000004,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1644.0,23933.49993,90125.70000000001,45732868896.0,0.0,0.0,45.78766499,0.0,2016,5.865552425,10.24116898,0.937873363,66.09999847,0.614239335,-0.270516902,0.949392676,0.5941672920000001,0.249855742,0.279638559,0.914101243,0.990459979,1.906200886,0.324982315,,0.355,0.355488271,,,,0.213082254,,,
LUX,Luxembourg,1513.0,64453.11023,11923.199999999999,62554580195.0,0.0,0.0,239.51193419999998,0.0,2016,6.967340946,11.46080017,0.9412605759999999,72.59999847,0.8823653459999999,0.014104202,0.356336325,0.7579497690000001,0.192300707,0.6789778470000001,1.45981288,1.817982912,1.3890651459999999,0.199368045,,0.316076923,0.311804265,,,,,,,
MEX,Mexico,2146.0,16135.64876,1347070.5,1258560000000.0,43.4,94.85961914,65.60890095,0.0,2016,6.824172974,9.753050803999999,0.893492579,67.69999695,0.7516130809999999,-0.15587057199999999,0.808579445,0.8591064209999999,0.219571486,0.277944058,-0.349140942,-0.213363826,1.9594572780000001,0.287134767,0.434,0.4698,0.432634264,,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.12406203199999999
NLD,Netherlands,1438.0,55131.595,302904.60000000003,897959000000.0,0.0,0.0,505.50056399999994,0.0,2016,7.540877342000001,10.76362324,0.9259442090000001,72.09999847,0.907310009,0.233066663,0.43330425,0.838432372,0.21485073899999999,0.572273314,1.226236224,1.9043831830000002,1.28147161,0.16993667199999998,,0.286333333,0.41705405700000003,,,,,,0.435723454,0.661756992
NOR,Norway,1424.4,50207.05948,85673.7,473214000000.0,0.0,0.0,14.3363165,0.0,2016,7.596331596000001,11.06912804,0.9597428440000001,73.0,0.9543523190000001,0.114254743,0.409666121,0.849625945,0.20926219199999999,0.657646239,1.432126164,1.9501390459999999,1.5792648790000001,0.207898363,,0.272230769,0.349659204,,,,0.647737384,,0.7373046879999999,
POL,Poland,1836.0,25956.36995,781998.4,573324000000.0,30.8,0.0,124.008253,0.0,2016,6.162076473,10.16722965,0.91739881,68.5,0.8707075120000001,-0.097280823,0.847753942,0.77662462,0.223536044,0.382713199,0.6753461359999999,0.756335139,1.84584868,0.299549788,,,0.312157542,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
PRT,Portugal,1725.0,25349.78641,227534.30000000002,232444000000.0,0.0,0.0,112.71638940000001,0.0,2016,5.446637153999999,10.20817947,0.90463537,72.0,0.83806932,-0.22725527,0.922192395,0.683566213,0.32625272899999996,0.354542404,1.065478444,1.019317985,2.132012844,0.391436547,,0.367538462,0.45052737,,,,,,,
SWE,Sweden,1482.0,43735.727419999996,187046.1,557637000000.0,0.0,0.0,24.36248803,0.0,2016,7.368744372999999,10.74867249,0.912060678,72.40000153,0.918036401,0.13858190199999998,0.246182442,0.815695107,0.200606912,0.485791326,1.290886164,1.9597549440000002,1.63049984,0.22127240899999998,,0.27415384600000003,0.425117075,,0.570789635,,0.565906823,0.637184501,0.6797278520000001,0.607827246
USA,United States,1781.0,62153.12401,5493566.7,16972300000000.0,41.5,0.0,35.31830199,0.0,2016,6.803599834,10.88555431,0.896751285,68.5,0.757893085,0.135592237,0.7389195559999999,0.80567354,0.264203817,0.297205657,0.7557651999999999,1.4914257530000001,1.9722027780000002,0.289876372,0.415,0.40816666700000004,0.69331491,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504
