COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
FIN,Finland,1587.0,43684.94029,106378.0,254170000000.0,27.6,0.0,17.73099477,0.0,2011,7.354225158999999,10.6135788,0.937856853,70.63999939,0.936448395,0.096755996,0.319593191,0.772944152,0.20523864,0.565402389,1.4505112169999999,2.052244186,1.613047361,0.219336137,0.276,0.275615385,0.458035171,,0.5717192289999999,,0.479229987,,0.5803785920000001,
FRA,France,1546.0,42370.29756,1077816.9,2700550000000.0,33.3,0.0,119.33511200000001,0.0,2011,6.959185122999999,10.53051186,0.92128557,72.40000153,0.903366625,-0.106961221,0.626624525,0.780809402,0.28099477300000003,0.375089258,0.8868305679999999,1.374962091,1.681088209,0.241563946,0.33299999999999996,0.320923077,0.45064759299999996,,,,,,0.18764232100000003,
GBR,United Kingdom,1518.0,44375.68743,1109396.3,2493240000000.0,33.2,0.0,261.47612119999997,0.0,2011,6.8692488670000005,10.50802135,0.94871068,71.37999725,0.8997744320000001,0.33220022899999996,0.43759530799999996,0.844498098,0.17390841199999998,0.46789002399999996,0.824559629,1.6202971940000002,1.91026938,0.27809,0.332,0.341083333,0.669811308,,,,0.304498315,,0.300558358,
GRC,Greece,1949.0,29445.28719,227623.0,272022000000.0,34.8,97.36873627,86.1512723,0.0,2011,5.372039795,10.17127228,0.85155499,71.55999756,0.5281259420000001,-0.317883313,0.941152513,0.591371894,0.322790802,0.17515121399999997,0.360879898,0.370681077,2.212227583,0.41180402,0.348,0.346384615,0.325478792,,,,,,,
HUN,Hungary,1769.9,21604.24091,265138.1,133093000000.0,29.2,0.0,110.14831550000001,0.0,2011,4.917602539,10.03632164,0.893662214,65.76000214,0.631100118,-0.09554869699999999,0.939908028,0.642114282,0.30451956399999996,0.35979417,0.790113568,0.717952192,2.09452486,0.42592397299999996,0.292,0.29791666699999997,0.320391357,,0.331434399,,0.22461538,,0.28884217100000004,
IRL,Ireland,1702.0,48764.65687,61208.50000000001,230400000000.0,32.9,0.0,66.484018,0.0,2011,7.006904125,10.71768761,0.977377594,71.59999847,0.952034354,0.379793316,0.589912653,0.86522454,0.19030945,0.529104173,1.127179742,1.5939091440000002,1.888444901,0.269512028,0.32899999999999996,0.326153846,0.502658725,,,,,,,
ISR,Israel,1947.24,35274.91537,85052.2,245344000000.0,0.0,0.0,358.86321630000003,0.0,2011,7.433147907,10.32739449,0.8926965590000001,72.45999908,0.722269237,0.13853652800000002,0.891295373,0.7379072309999999,0.38447502299999997,0.271090537,-0.27400425100000003,1.119241357,1.823536634,0.24532495399999998,,0.4112,0.285089433,,,,,0.230252102,,
ITA,Italy,1773.3,38438.74635,1193474.8,2137310000000.0,35.1,98.84828186,201.8747841,0.0,2011,6.057086468,10.50087643,0.913309336,72.83999634,0.567738414,-0.020065753000000002,0.9334609509999999,0.6583942770000001,0.265567929,0.25955969100000004,0.70651567,0.43591269899999996,1.630717635,0.26922476300000003,0.35100000000000003,0.344,0.32957381,,,,,,0.282520324,
JPN,Japan,1728.0,41082.06978,2511039.3000000003,5693520000000.0,0.0,0.0,350.65490800000003,0.0,2011,6.262793541000001,10.48499584,0.916703701,73.98000336,0.814396441,-0.06277260900000001,0.733798981,0.7757174370000001,0.18105547100000002,0.231063634,1.033112645,1.356333971,1.9874373669999998,0.31734040399999996,,0.321,0.373215824,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1621.0,19367.181790000002,89966.7,39363759100.0,32.5,99.81559753,48.31533087,0.0,2011,5.43243742,10.03689575,0.911411285,64.69999695,0.5657972689999999,-0.151642829,0.9635116459999999,0.5695334670000001,0.274636686,0.18108657,0.765863121,0.684298992,1.837926865,0.33832454700000003,0.325,0.355,0.31764403,,,,0.213082254,,,
LUX,Luxembourg,1515.0,61213.34102000001,12087.799999999997,54563666562.0,32.1,0.0,213.3115226,0.0,2011,7.101400375,11.42959881,0.934090614,71.87999725,0.961830735,0.10035479800000001,0.3881706,0.8364585640000001,0.200136617,0.7706866859999999,1.4609830380000002,1.90174973,1.565813184,0.220493585,0.321,0.316076923,0.35826328399999996,,,,,,,
LVA,Latvia,1753.0,17541.35961,65143.200000000004,25273331011.0,35.8,99.89589691,33.114292600000006,0.0,2011,4.966811657,9.892091751,0.836042464,64.86000061,0.56446445,-0.005147552,0.9342556000000001,0.563278019,0.221713215,0.107237339,0.5283887389999999,0.672904313,1.912062287,0.384967744,0.358,0.360333333,0.333452344,,,,0.239166662,,,
MEX,Mexico,2121.0,16328.236640000001,1156777.8,1096550000000.0,0.0,93.51998138,61.26187248,0.0,2011,6.909515381,9.68342495,0.824064076,66.68000031,0.831368089,-0.102275625,0.6975802179999999,0.7900987270000001,0.227555886,0.383446395,-0.273038357,-0.090883285,2.328690529,0.337026596,,0.4698,0.471575677,,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.12406203199999999
NLD,Netherlands,1420.0,54140.29075,276269.69999999995,859687000000.0,27.7,0.0,495.0496441000001,0.0,2011,7.563797951000001,10.73784447,0.938396096,71.51999664,0.92543155,0.330308765,0.359395891,0.8627232309999999,0.181386188,0.603366792,1.325339317,1.8857043980000001,1.293510556,0.17101337,0.27699999999999997,0.286333333,0.44654086200000004,,,,,,0.435723454,0.661756992
NZL,New Zealand,1746.0,38803.58733,64911.9,150535000000.0,0.0,0.0,16.64957654,0.0,2011,7.190638065,10.39618587,0.9536498790000001,72.12000275,0.934768736,0.280214965,0.26933020399999996,0.863912702,0.21014964600000002,0.635153055,1.477903485,2.0125904080000003,1.710960627,0.237942815,,,0.398480445,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1829.0,23654.20807,757131.5,503303000000.0,32.8,0.0,124.2962969,0.0,2011,5.646204947999999,10.03673458,0.9045786259999999,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.22381022600000003,0.27237618,1.049845338,0.718040705,1.9604818819999998,0.347221166,,,0.367741227,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
PRT,Portugal,1714.0,26436.50017,211786.9,233950000000.0,36.3,94.47705078,115.2697893,0.0,2011,5.2199978830000004,10.19541836,0.8559606670000001,71.0,0.875092566,-0.175307617,0.961977124,0.725109041,0.279200882,0.20997645,0.9248248929999999,0.927496254,2.027334213,0.38837835200000004,0.363,0.367538462,0.392445087,,,,,,,
SVN,Slovenia,1663.2,35340.76447,42708.50000000001,48325391228.0,24.9,0.0,101.8982937,0.0,2011,6.035964012000001,10.26829433,0.931166053,69.40000153,0.907440901,-0.027567947000000002,0.8931338190000001,0.651520729,0.285320938,0.181583047,1.013063908,0.922107577,2.189199686,0.36269262399999996,0.249,0.2495,0.38314229200000005,,,,0.1529295,,0.17589892399999998,0.19981238199999998
SWE,Sweden,1491.0,40680.56341,184999.19999999998,502008000000.0,27.6,0.0,23.02776478,0.0,2011,7.382232189,10.68636227,0.920521259,71.98000336,0.941115439,0.15554896,0.268513024,0.8145614859999999,0.179151982,0.638707519,1.421821833,2.000473976,1.580353856,0.214075342,0.276,0.27415384600000003,0.420406282,,0.570789635,,0.565906823,0.637184501,0.6797278520000001,0.607827246
USA,United States,1780.0,59562.474689999995,5035867.600000001,15224600000000.0,0.0,0.0,34.06206439,0.0,2011,7.115138531,10.81564426,0.921705008,68.68000031,0.863202393,0.152239069,0.6969257590000001,0.836360335,0.27337852100000004,0.38253158299999995,0.859106541,1.462400675,1.94597578,0.27349793899999997,,0.40816666700000004,0.612989604,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504
