COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
HUN,Hungary,1744.6,20893.44423,260987.1,133663000000.0,31.5,0.0,109.2795979,0.0,2013,4.914466858,10.04841042,0.877318323,66.08000183,0.673728287,-0.11943166,0.911533177,0.705703676,0.306724131,0.32789593899999997,0.766919494,0.616362095,2.266593456,0.461208403,0.315,0.29791666699999997,0.321232885,,0.331434399,,0.22461538,,0.28884217100000004,
IRL,Ireland,1720.0,46724.76237,63330.1,233906000000.0,33.5,0.0,67.11882712,0.0,2013,6.760085106,10.72481155,0.955188334,71.80000305,0.883772016,0.327679008,0.558394194,0.814344585,0.245267823,0.28501555300000003,1.1064054970000001,1.584632158,1.983884215,0.293470293,0.335,0.326153846,0.44849968,,,,,,,
ISL,Iceland,1510.0,48858.15059,8525.9,14705681513.0,25.4,0.0,3.229566085,0.0,2013,7.501394272000001,10.62764359,0.967144907,72.83999634,0.9232077,0.304012835,0.712598741,0.869971037,0.15627557,0.456565946,1.363351345,1.551135063,1.5686975719999998,0.209120795,0.254,0.280833333,0.332603514,,,,,,,
ISR,Israel,1908.2,33428.18043,86593.7,260919000000.0,0.0,0.0,372.43530499999997,0.0,2013,7.320563316,10.34980011,0.908515871,72.58000183,0.739001632,0.148229972,0.848537862,0.697945952,0.408576161,0.451302052,-0.225939274,1.07678926,1.611566305,0.220142394,,0.4112,0.28257471300000003,,,,,0.230252102,,
ITA,Italy,1719.5,37338.27385,1204452.5,2041170000000.0,34.9,0.0,204.77985990000002,0.0,2013,6.009373665,10.44056034,0.916296065,72.91999817,0.499168754,-0.104565948,0.942639291,0.778827429,0.35661619899999997,0.145972148,0.7248582840000001,0.424433529,1.701400042,0.283124357,0.349,0.344,0.296771884,,,,,,0.282520324,
JPN,Japan,1734.0,40352.78811,2541711.8000000003,5894230000000.0,0.0,0.0,349.5858021,0.0,2013,5.959361553,10.52268124,0.923688352,74.33999634,0.821416557,-0.157917306,0.650498211,0.7938088179999999,0.174621537,0.358106881,1.064394474,1.4583613869999998,1.9056199790000001,0.319769144,,0.321,0.34886989,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1606.0,20471.73064,90997.70000000001,42300068778.0,35.3,0.0,47.19088951,0.0,2013,5.595689297000001,10.13237095,0.91251415,65.09999847,0.5558152789999999,-0.240589797,0.9363355040000001,0.580803812,0.29372873899999996,0.38423827299999996,0.9522759909999999,0.811991632,1.711561799,0.305871487,0.353,0.355,0.287150949,,,,0.213082254,,,
LUX,Luxembourg,1503.0,61305.47504,11638.499999999998,56358248456.0,32.0,0.0,223.6049383,0.0,2013,7.130809307000001,11.41483116,0.9166832570000001,72.23999786,0.789655447,-0.059714578,0.30081176800000003,0.640379965,0.18479998399999997,0.736690223,1.4831721780000002,1.8375262019999998,1.342207909,0.18822659600000002,0.32,0.316076923,0.33992666,,,,,,,
LVA,Latvia,1732.0,19151.964659999998,65424.2,26931897162.0,35.5,0.0,32.36287184,0.0,2013,5.069770336,9.978767395,0.834022582,65.37999725,0.630507529,-0.075946189,0.836553633,0.6421023610000001,0.227449417,0.23379966600000002,0.682029366,0.757289529,1.719731092,0.339212835,0.355,0.360333333,0.305940241,,,,0.239166662,,,
MEX,Mexico,2136.0,16050.284290000001,1195927.1,1151880000000.0,0.0,93.96285248,63.03452712,0.0,2013,7.4425463679999995,9.704125404,0.759138405,67.04000092,0.7387166620000001,-0.16755531699999998,0.614747047,0.789685428,0.22294873,0.395571351,-0.302915752,-0.060540289000000004,2.08271122,0.279838532,,0.4698,0.423099577,,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.12406203199999999
NLD,Netherlands,1415.0,54554.965339999995,287341.1,849721000000.0,28.1,0.0,498.79584450000004,0.0,2013,7.406550407,10.71866417,0.9247054459999999,71.76000214,0.9189958570000001,0.2992917,0.5045299529999999,0.866824448,0.23544322,0.542986929,1.355394006,1.85887289,1.342759848,0.181293547,0.281,0.286333333,0.394002587,,,,,,0.435723454,0.661756992
NZL,New Zealand,1752.0,39110.6008,63429.299999999996,157412000000.0,0.0,0.0,16.87022901,0.0,2013,7.280151844,10.42768669,0.9581534859999999,72.36000061,0.944000423,0.23303757600000002,0.312235802,0.8349564079999999,0.151396915,0.543508649,1.5300021169999998,1.95185113,1.6641775369999998,0.228591055,,,0.40091103299999997,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1821.0,23712.96247,780803.7000000001,518514000000.0,32.5,0.0,124.2291107,0.0,2013,5.746131897000001,10.06711483,0.911934912,67.77999878,0.775931358,-0.143367842,0.915677428,0.784124315,0.241980955,0.163588136,0.98574698,0.7961180809999999,1.911393523,0.332640022,,,0.29998320300000003,,,0.344665885,0.16912402199999998,,0.181796342,0.22211588899999998
PRT,Portugal,1707.0,25813.87846,219254.4,221988000000.0,36.2,0.0,114.1561345,0.0,2013,5.157688141,10.15247917,0.8671808240000001,71.40000153,0.78803277,-0.120431803,0.946257353,0.699667215,0.347898155,0.17921339,0.907849073,1.011040807,2.251560926,0.43654459700000003,0.36200000000000004,0.367538462,0.42760306600000003,,,,,,,
SVN,Slovenia,1662.4,33748.93018,43990.200000000004,46502839741.0,26.2,0.0,102.2816783,0.0,2013,5.974888802000001,10.22639275,0.932119727,69.80000305,0.890059829,0.033471618,0.917839587,0.6350996489999999,0.27426928300000003,0.163433194,0.94207418,0.8433558940000001,2.114859104,0.353957891,0.262,0.2495,0.35020533200000004,,,,0.1529295,,0.17589892399999998,0.19981238199999998
SWE,Sweden,1470.0,42015.76064,186067.2,506708000000.0,28.8,0.0,23.56846615,0.0,2013,7.434010506,10.6799593,0.915648043,72.13999939,0.935910523,0.152734622,0.324481547,0.829284012,0.184420303,0.579855025,1.392944098,2.019759655,1.6607064009999999,0.223393068,0.28800000000000003,0.27415384600000003,0.32497257,,0.570789635,,0.565906823,0.637184501,0.6797278520000001,0.607827246
USA,United States,1781.0,59765.75719,5199006.9,15853800000000.0,41.0,0.0,34.551570500000004,0.0,2013,7.249285221,10.83965302,0.92539686,68.63999939,0.79225564,0.26556313,0.7468940620000001,0.813677669,0.260328352,0.288647503,0.873045623,1.415543795,1.9380877019999998,0.267348796,0.41,0.40816666700000004,0.6782621740000001,,0.453547865,,0.349512935,0.35518533,0.39345145200000003,0.351394504
