SUBJECT,Subject,LOCATION,Country,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference,Reference Period,Value,Flag Codes,Flags
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,100.9756,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,100.996,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,100.9911,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,100.9518,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,100.8708,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,100.7529,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,100.615,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,100.4767,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.3416,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,100.2022,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,100.0485,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,99.87701,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,99.70798,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,99.56624,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,99.45521,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,99.3757,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.33344,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.30642,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.27766,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.24825,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,99.227,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,99.2169,,
LOLITOAA,Amplitude adjusted (CLI),FRA,France,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,99.22282,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,101.3642,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,101.4508,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,101.4891,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,101.4738,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,101.4058,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,101.3002,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,101.1707,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,101.0446,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.9443,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,100.8712,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,100.8207,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,100.7673,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,100.6882,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,100.5651,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,100.4026,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,100.1984,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.97189,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.74232,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.51329,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.29192,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,99.07284,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,98.84694,,
LOLITOAA,Amplitude adjusted (CLI),DEU,Germany,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,98.62199,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,99.99947,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,99.91357,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,99.84496,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,99.81013,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,99.75068,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,99.65398,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,99.51798,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,99.38258,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,99.24865,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,99.13466,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,99.03984,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,98.94435,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,98.90064,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,98.93625,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,99.05888,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,99.18721,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.28159,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.34292,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.37548,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.39819,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,99.43299,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,99.47305,,
LOLITOAA,Amplitude adjusted (CLI),GRC,Greece,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,99.45528,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,100.4259,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,100.4137,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,100.3951,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,100.3936,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,100.4048,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,100.4197,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,100.4302,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,100.4509,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.4858,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,100.5288,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,100.5472,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,100.5263,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,100.4701,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,100.4016,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,100.344,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,100.3059,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,100.2803,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,100.2548,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,100.2186,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,100.167,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,100.1024,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,100.0279,,
LOLITOAA,Amplitude adjusted (CLI),HUN,Hungary,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,99.95928,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,101.3894,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,101.3325,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,101.2525,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,101.1404,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,100.9797,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,100.7617,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,100.5114,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,100.2532,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.0075,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,99.74958,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,99.49097,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,99.26457,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,99.11785,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,99.08903,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,99.16167,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,99.28212,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.42229,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.55807,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.68802,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.72756,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,99.58894,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,99.34241,,
LOLITOAA,Amplitude adjusted (CLI),IRL,Ireland,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,98.93111,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,100.9343,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,101.0884,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,101.202,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,101.2562,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,101.2337,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,101.1517,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,101.0296,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,100.8837,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.7254,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,100.5641,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,100.4049,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,100.2565,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,100.121,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,100.0015,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,99.89053,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,99.77676,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.64551,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.5103,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.39306,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.306,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,99.24049,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,99.18185,,
LOLITOAA,Amplitude adjusted (CLI),ITA,Italy,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,99.13901,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,100.3538,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,100.3536,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,100.3511,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,100.3354,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,100.3074,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,100.2855,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,100.2615,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,100.2505,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.2439,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,100.2276,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,100.2111,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,100.193,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,100.1683,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,100.1228,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,100.0438,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,99.93467,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.81676,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.70653,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.61065,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.52155,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,99.43065,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,99.33366,,
LOLITOAA,Amplitude adjusted (CLI),JPN,Japan,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,99.25653,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,101.3915,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,101.2656,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,101.1193,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,100.96,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,100.8052,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,100.6557,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,100.5066,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,100.3671,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,100.2332,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,6/18/2019,6/18/2019,IDX,Index,0,Units,,,100.0965,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,7/18/2019,7/18/2019,IDX,Index,0,Units,,,99.96865,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,8/18/2019,8/18/2019,IDX,Index,0,Units,,,99.8513,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,9/18/2019,9/18/2019,IDX,Index,0,Units,,,99.73768,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,10/18/2019,10/18/2019,IDX,Index,0,Units,,,99.62774,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,11/18/2019,11/18/2019,IDX,Index,0,Units,,,99.53101,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,12/18/2019,12/18/2019,IDX,Index,0,Units,,,99.45307,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,1/19/2019,1/19/2019,IDX,Index,0,Units,,,99.38165,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,2/19/2019,2/19/2019,IDX,Index,0,Units,,,99.30467,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,3/19/2019,3/19/2019,IDX,Index,0,Units,,,99.20548,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,4/19/2019,4/19/2019,IDX,Index,0,Units,,,99.08374,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,5/19/2019,5/19/2019,IDX,Index,0,Units,,,98.96694,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,6/19/2019,6/19/2019,IDX,Index,0,Units,,,98.87228,,
LOLITOAA,Amplitude adjusted (CLI),KOR,Korea,M,Monthly,7/19/2019,7/19/2019,IDX,Index,0,Units,,,98.7894,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,9/17/2019,9/17/2019,IDX,Index,0,Units,,,99.63689,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,10/17/2019,10/17/2019,IDX,Index,0,Units,,,99.631,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,11/17/2019,11/17/2019,IDX,Index,0,Units,,,99.55769,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,12/17/2019,12/17/2019,IDX,Index,0,Units,,,99.37312,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,1/18/2019,1/18/2019,IDX,Index,0,Units,,,99.11526,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,2/18/2019,2/18/2019,IDX,Index,0,Units,,,98.88683,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,3/18/2019,3/18/2019,IDX,Index,0,Units,,,98.70055,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,4/18/2019,4/18/2019,IDX,Index,0,Units,,,98.4828,,
LOLITOAA,Amplitude adjusted (CLI),MEX,Mexico,M,Monthly,5/18/2019,5/18/2019,IDX,Index,0,Units,,,98.36336,,
