COU,Country,Avg. Work Hours (Annual),Avg. Wages (Annual),Mortality Causes,GDP (constant 2010 US$),GINI index (World Bank estimate)_x,"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year,GINI index (World Bank estimate)_y,"GINI index (World Bank estimate), average 2000-16","gini of household income reported in Gallup, by wp5-year","Most people can be trusted, Gallup","Most people can be trusted, WVS round 1981-1984","Most people can be trusted, WVS round 1989-1993","Most people can be trusted, WVS round 1994-1998","Most people can be trusted, WVS round 1999-2004","Most people can be trusted, WVS round 2005-2009","Most people can be trusted, WVS round 2010-2014"
CAN,Canada,1713,46203.40255,488392.4,1.66415E+12,0,0,3.776625307,0,2011,7.426053524,10.63502026,0.921669245,72.36000061,0.950925291,0.245647863,0.432991534,0.88138485,0.247728661,0.553290546,1.228660107,1.795956492,1.819455624,0.245009765,,0.3368,0.961435318,,,,,0.385469198,0.418500453,
CHL,Chile,2047,25106.35365,194139.7,2.31892E+11,47.6,96.70301056,23.07009823,0,2011,6.526334763,9.925136566,0.819078863,69.04000092,0.700734138,0.1029673,0.752755523,0.803743482,0.316876173,0.322867334,0.763231277,1.400258541,2.067713022,0.316826075,0.476,0.491571429,0.495457828,,,0.220666662,0.213770002,0.221766666,0.124709077,0.126401633
CZE,Czech Republic,1806,23101.99456,219838.3,2.11166E+11,26.4,0,135.8892802,0,2011,6.331490993,10.26804066,0.91351074,68.23999786,0.787180007,-0.10824278,0.949787855,0.600925982,0.252808869,0.206286699,1.065891027,0.877707362,1.932131648,0.305162191,0.264,0.264166667,0.269167125,,,0.302275181,0.285191953,,,
DEU,Germany,1392.8,45209.41817,1710230.2,3.54216E+12,30.5,0,230.3046333,0,2011,6.621312141,10.6617794,0.947236657,70.98000336,0.906293273,0.028837385,0.677172124,0.793666244,0.165199533,0.424583137,1.095714569,1.617307305,1.850586772,0.279489428,0.305,0.306222222,0.434343398,,,,0.321322799,,0.343591362,0.447487652
DNK,Denmark,1437,51993.25884,109832.9,3.263E+11,27.3,0,131.2885223,0,2011,7.78823185,10.70107079,0.961736143,70.62000275,0.934760153,0.292957395,0.220043078,0.769436002,0.174883381,0.471823335,1.325999975,2.083353519,1.500663996,0.192683533,0.273,0.267,0.61589241,,,,,,,
ESP,Spain,1715.5,40452.8193,780448.3,1.41732E+12,35.7,97.78375244,93.50783588,0,2011,6.518249035,10.37562275,0.944443703,73.01999664,0.818650901,-0.12566027,0.845543444,0.737269402,0.356101543,0.308662713,0.553485274,1.098813653,1.955990791,0.300079167,0.357,0.345384615,0.414737731,,,0.292382956,0.286672652,0.32690984,0.198379636,0.190778956
EST,Estonia,1852,20320.64366,37099.3,20971721297,32.5,99.88578796,31.31490918,0,2011,5.486819744,10.10818481,0.908712626,66.95999908,0.735225379,-0.171402186,0.68678391,0.651386082,0.205158427,0.417540222,0.872383595,1.176006198,1.951516151,0.355673462,0.325,0.332461538,0.381159127,,,,0.21057786,,,0.389869928
FIN,Finland,1587,43684.94029,106378,2.5417E+11,27.6,0,17.73099477,0,2011,7.354225159,10.6135788,0.937856853,70.63999939,0.936448395,0.096755996,0.319593191,0.772944152,0.20523864,0.565402389,1.450511217,2.052244186,1.613047361,0.219336137,0.276,0.275615385,0.458035171,,0.571719229,,0.479229987,,0.580378592,
FRA,France,1546,42370.29756,1077816.9,2.70055E+12,33.3,0,119.335112,0,2011,6.959185123,10.53051186,0.92128557,72.40000153,0.903366625,-0.106961221,0.626624525,0.780809402,0.280994773,0.375089258,0.886830568,1.374962091,1.681088209,0.241563946,0.333,0.320923077,0.450647593,,,,,,0.187642321,
GBR,United Kingdom,1518,44375.68743,1109396.3,2.49324E+12,33.2,0,261.4761212,0,2011,6.869248867,10.50802135,0.94871068,71.37999725,0.899774432,0.332200229,0.437595308,0.844498098,0.173908412,0.467890024,0.824559629,1.620297194,1.91026938,0.27809,0.332,0.341083333,0.669811308,,,,0.304498315,,0.300558358,
GRC,Greece,1949,29445.28719,227623,2.72022E+11,34.8,97.36873627,86.1512723,0,2011,5.372039795,10.17127228,0.85155499,71.55999756,0.528125942,-0.317883313,0.941152513,0.591371894,0.322790802,0.175151214,0.360879898,0.370681077,2.212227583,0.41180402,0.348,0.346384615,0.325478792,,,,,,,
HUN,Hungary,1769.9,21604.24091,265138.1,1.33093E+11,29.2,0,110.1483155,0,2011,4.917602539,10.03632164,0.893662214,65.76000214,0.631100118,-0.095548697,0.939908028,0.642114282,0.304519564,0.35979417,0.790113568,0.717952192,2.09452486,0.425923973,0.292,0.297916667,0.320391357,,0.331434399,,0.22461538,,0.288842171,
IRL,Ireland,1702,48764.65687,61208.5,2.304E+11,32.9,0,66.484018,0,2011,7.006904125,10.71768761,0.977377594,71.59999847,0.952034354,0.379793316,0.589912653,0.86522454,0.19030945,0.529104173,1.127179742,1.593909144,1.888444901,0.269512028,0.329,0.326153846,0.502658725,,,,,,,
ISR,Israel,1947.24,35274.91537,85052.2,2.45344E+11,0,0,358.8632163,0,2011,7.433147907,10.32739449,0.892696559,72.45999908,0.722269237,0.138536528,0.891295373,0.737907231,0.384475023,0.271090537,-0.274004251,1.119241357,1.823536634,0.245324954,,0.4112,0.285089433,,,,,0.230252102,,
ITA,Italy,1773.3,38438.74635,1193474.8,2.13731E+12,35.1,98.84828186,201.8747841,0,2011,6.057086468,10.50087643,0.913309336,72.83999634,0.567738414,-0.020065753,0.933460951,0.658394277,0.265567929,0.259559691,0.70651567,0.435912699,1.630717635,0.269224763,0.351,0.344,0.32957381,,,,,,0.282520324,
JPN,Japan,1728,41082.06978,2511039.3,5.69352E+12,0,0,350.654908,0,2011,6.262793541,10.48499584,0.916703701,73.98000336,0.814396441,-0.062772609,0.733798981,0.775717437,0.181055471,0.231063634,1.033112645,1.356333971,1.987437367,0.317340404,,0.321,0.373215824,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1621,19367.18179,89966.7,39363759100,32.5,99.81559753,48.31533087,0,2011,5.43243742,10.03689575,0.911411285,64.69999695,0.565797269,-0.151642829,0.963511646,0.569533467,0.274636686,0.18108657,0.765863121,0.684298992,1.837926865,0.338324547,0.325,0.355,0.31764403,,,,0.213082254,,,
LUX,Luxembourg,1515,61213.34102,12087.8,54563666562,32.1,0,213.3115226,0,2011,7.101400375,11.42959881,0.934090614,71.87999725,0.961830735,0.100354798,0.3881706,0.836458564,0.200136617,0.770686686,1.460983038,1.90174973,1.565813184,0.220493585,0.321,0.316076923,0.358263284,,,,,,,
LVA,Latvia,1753,17541.35961,65143.2,25273331011,35.8,99.89589691,33.1142926,0,2011,4.966811657,9.892091751,0.836042464,64.86000061,0.56446445,-0.005147552,0.9342556,0.563278019,0.221713215,0.107237339,0.528388739,0.672904313,1.912062287,0.384967744,0.358,0.360333333,0.333452344,,,,0.239166662,,,
MEX,Mexico,2121,16328.23664,1156777.8,1.09655E+12,0,93.51998138,61.26187248,0,2011,6.909515381,9.68342495,0.824064076,66.68000031,0.831368089,-0.102275625,0.697580218,0.790098727,0.227555886,0.383446395,-0.273038357,-0.090883285,2.328690529,0.337026596,,0.4698,0.471575677,,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.124062032
NLD,Netherlands,1420,54140.29075,276269.7,8.59687E+11,27.7,0,495.0496441,0,2011,7.563797951,10.73784447,0.938396096,71.51999664,0.92543155,0.330308765,0.359395891,0.862723231,0.181386188,0.603366792,1.325339317,1.885704398,1.293510556,0.17101337,0.277,0.286333333,0.446540862,,,,,,0.435723454,0.661756992
NZL,New Zealand,1746,38803.58733,64911.9,1.50535E+11,0,0,16.64957654,0,2011,7.190638065,10.39618587,0.953649879,72.12000275,0.934768736,0.280214965,0.269330204,0.863912702,0.210149646,0.635153055,1.477903485,2.012590408,1.710960627,0.237942815,,,0.398480445,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1829,23654.20807,757131.5,5.03303E+11,32.8,0,124.2962969,0,2011,5.646204948,10.03673458,0.904578626,67.45999908,0.868148923,-0.072977275,0.907953143,0.725359917,0.223810226,0.27237618,1.049845338,0.718040705,1.960481882,0.347221166,,,0.367741227,,,0.344665885,0.169124022,,0.181796342,0.222115889
PRT,Portugal,1714,26436.50017,211786.9,2.3395E+11,36.3,94.47705078,115.2697893,0,2011,5.219997883,10.19541836,0.855960667,71,0.875092566,-0.175307617,0.961977124,0.725109041,0.279200882,0.20997645,0.924824893,0.927496254,2.027334213,0.388378352,0.363,0.367538462,0.392445087,,,,,,,
SVN,Slovenia,1663.2,35340.76447,42708.5,48325391228,24.9,0,101.8982937,0,2011,6.035964012,10.26829433,0.931166053,69.40000153,0.907440901,-0.027567947,0.893133819,0.651520729,0.285320938,0.181583047,1.013063908,0.922107577,2.189199686,0.362692624,0.249,0.2495,0.383142292,,,,0.1529295,,0.175898924,0.199812382
SWE,Sweden,1491,40680.56341,184999.2,5.02008E+11,27.6,0,23.02776478,0,2011,7.382232189,10.68636227,0.920521259,71.98000336,0.941115439,0.15554896,0.268513024,0.814561486,0.179151982,0.638707519,1.421821833,2.000473976,1.580353856,0.214075342,0.276,0.274153846,0.420406282,,0.570789635,,0.565906823,0.637184501,0.679727852,0.607827246
USA,United States,1780,59562.47469,5035867.6,1.52246E+13,0,0,34.06206439,0,2011,7.115138531,10.81564426,0.921705008,68.68000031,0.863202393,0.152239069,0.696925759,0.836360335,0.273378521,0.382531583,0.859106541,1.462400675,1.94597578,0.273497939,,0.408166667,0.612989604,,0.453547865,,0.349512935,0.35518533,0.393451452,0.351394504
AUS,Australia,1699.94,52252.97944,290956.7,1.14426E+12,34.7,0,2.867858584,1,2010,7.450047016,10.63258171,0.95451957,72.19999695,0.932058573,0.308317155,0.366127402,0.834236264,0.220073208,0.609752893,1.154312849,1.815897942,1.737801909,0.233260527,0.347,0.34275,0.412946343,,0.478149384,,0.39449206,,0.461379021,0.518140078
AUT,Austria,1557,50096.71444,159582.5,3.91893E+11,30.3,0,101.2874302,1,2010,7.302678585,10.67674351,0.914193332,71.40000153,0.895979762,0.129111528,0.546144843,0.8147192,0.155792549,0.486446619,1.291469574,1.670084953,1.753247619,0.240082815,0.303,0.302692308,0.367440253,0.30066517,,,,,,
BEL,Belgium,1546,50872.487,215724.9,4.83548E+11,28.4,0,359.8278071,1,2010,6.853514194,10.62342072,0.930570185,70.80000305,0.806930244,0.018612977,0.697365582,0.828258514,0.240364328,0.33651647,1.085666656,1.445168018,1.603352189,0.233945996,0.284,0.284307692,0.393780649,0.306120813,,,,,,
CAN,Canada,1715,45502.56024,484400.9,1.61346E+12,33.6,0,3.739510266,1.1,2010,7.650346279,10.6139679,0.953765452,72.19999695,0.933948815,0.223002359,0.412659585,0.878867686,0.233112857,0.551076472,1.14445734,1.838643909,1.749785304,0.228719756,0.336,0.3368,0.710133135,,,,,0.385469198,0.418500453,
CHL,Chile,2070,24960.82175,200287.6,2.18538E+11,0,0,22.85490508,1.6,2010,6.63565588,9.875193596,0.85695523,68.90000153,0.786367476,0.099339187,0.701824725,0.809172988,0.300116688,0.478705615,0.887606621,1.385960937,2.18349123,0.329054326,,0.491571429,0.452481776,0.148860931,,0.220666662,0.213770002,0.221766666,0.124709077,0.126401633
CZE,Czech Republic,1800,22944.4926,219905.7,2.07478E+11,26.6,0,135.6086225,1.1,2010,6.249617577,10.25248623,0.934161127,68.09999847,0.77911222,-0.043541737,0.925964117,0.641369283,0.244084343,0.334044516,1.002025723,0.87146008,1.881542683,0.301065236,0.266,0.264166667,0.26753065,0.274264157,,0.302275181,0.285191953,,,
DEU,Germany,1389.9,44451.21699,1723150.9,3.41709E+12,30.2,0,234.6069082,0.9,2010,6.724531174,10.60729599,0.939308643,70.90000153,0.842656434,0.091027394,0.688005984,0.793705821,0.182344139,0.395424008,1.047308922,1.637933135,1.861712337,0.276853859,0.302,0.306222222,0.465919226,,,,0.321322799,,0.343591362,0.447487652
DNK,Denmark,1422,52263.8567,113719.1,3.21995E+11,27.2,0,130.7490691,0.8,2010,7.770515442,10.69190979,0.974977076,70.40000153,0.943630815,0.237896979,0.174896091,0.784826636,0.154562935,0.586689413,1.291459084,2.057426929,1.517217278,0.195253104,0.272,0.267,0.434082836,0.620493472,,,,,,
ESP,Spain,1710.4,41034.3406,768714.2,1.43162E+12,35.2,97.74890137,93.15193096,1,2010,6.188262463,10.38921356,0.949940383,72.90000153,0.796495557,-0.142079473,0.839746296,0.724312365,0.321819484,0.302731603,0.402249694,1.107105613,1.995815992,0.322516382,0.352,0.345384615,0.379620492,,,0.292382956,0.286672652,0.32690984,0.198379636,0.190778956
FIN,Finland,1592,43535.17087,107176.8,2.478E+11,27.7,0,17.64841066,1,2010,7.393264294,10.59283066,0.935481369,70.40000153,0.916009128,0.086498298,0.4125157,0.832108617,0.202094659,0.46184361,1.455159903,2.058373213,1.671738148,0.226116374,0.277,0.275615385,0.403238714,0.585067153,0.571719229,,0.479229987,,0.580378592,
FRA,France,1540,42435.38246,1087821.7,2.64261E+12,33.7,0,118.75934,0.9,2010,6.797901154,10.51476955,0.942954779,72.19999695,0.849702179,-0.108059548,0.622954249,0.789724112,0.260568112,0.401466221,0.941972136,1.432198048,1.757904291,0.258595139,0.337,0.320923077,0.362922639,,,,,,0.187642321,
GBR,United Kingdom,1506,45526.55342,1128414.5,2.4529E+12,34.4,0,259.4401893,1,2010,7.029364109,10.50141621,0.955068171,71.30000305,0.841306746,0.399289638,0.586813152,0.862620771,0.176342949,0.50351125,0.850906134,1.667571664,1.853852868,0.263729811,0.344,0.341083333,0.544114292,,,,0.304498315,,0.300558358,
GRC,Greece,1932,31510.05117,223584.8,2.99362E+11,34.1,0,86.27882855,1.1,2010,5.839558601,10.2655611,0.868422449,71.5,0.484110981,-0.304612339,0.954113841,0.633947492,0.291516393,0.236502409,0.385255605,0.443356991,2.279255152,0.39031291,0.341,0.346384615,0.323342144,,,,,,,
HUN,Hungary,1777,21617.7991,268598.9,1.30923E+11,29.4,0,110.4608748,1.3,2010,4.725132465,10.01700497,0.895693719,65.59999847,0.513835371,-0.1516518,0.98327601,0.655816436,0.234813049,0.251568109,0.789993286,0.707273602,1.973756313,0.417714506,0.294,0.297916667,0.322203815,0.133168325,0.331434399,,0.22461538,,0.288842171,
IRL,Ireland,1702,48697.70833,58426.9,2.22134E+11,32.3,0,66.19473073,1,2010,7.257389545,10.69263554,0.972885907,71.5,0.85602957,0.346274585,0.618024111,0.875982642,0.200655416,0.332579374,1.17229867,1.606687188,1.905356526,0.262540191,0.323,0.326153846,0.575250983,,,,,,,
ISR,Israel,1956.53,34997.43567,82544.4,2.33731E+11,42.6,0,352.2920518,1.1,2010,7.358916283,10.30034924,0.881829858,72.40000153,0.5614779,0.147556573,0.902182698,0.67945838,0.362394363,0.448931694,-0.378653169,1.069919825,1.592490673,0.216402873,0.426,0.4112,0.25077647,,,,,0.230252102,,
ITA,Italy,1777.3,39051.10534,1174339.7,2.12506E+12,34.7,0,201.5279017,0.9,2010,6.354238033,10.4968462,0.872384131,72.80000305,0.737738907,-0.061857227,0.921075165,0.596380711,0.235879943,0.333916396,0.718360543,0.473874211,1.958520412,0.308222711,0.347,0.344,0.333891571,,,,,,0.282520324,
JPN,Japan,1733,40175.19119,2398768,5.7001E+12,0,0,351.309834,0.9,2010,6.056752682,10.48429871,0.901924908,73.80000305,0.771722376,-0.151213542,0.769557059,0.827118337,0.187703073,0.27027148,0.960023105,1.358309865,1.978432059,0.32664898,,0.321,0.330657125,,0.407622576,0.375865489,,0.396475762,0.3658759,0.359394193
LTU,Lithuania,1643,18835.71381,92302.2,37120517694,33.6,0,49.4181412,2.2,2010,5.065824986,9.955636024,0.881810606,64.5,0.519352257,-0.278347969,0.962167203,0.473149508,0.27202931,0.114503264,0.815447628,0.716123462,1.983343363,0.391514391,0.336,0.355,0.325772256,,,,0.213082254,,,
LUX,Luxembourg,1517,62131.56237,11912.4,53212476812,30.5,0,208.6226337,0.6,2010,7.097251892,11.42674923,0.952371716,71.69999695,0.908303082,0.090343893,0.423341334,0.808782876,0.216064394,0.768445313,1.518027306,1.824003339,1.67573595,0.236110538,0.305,0.316076923,0.336977035,0.261070311,,,,,,
MEX,Mexico,2150,16183.10561,1161191.1,1.0578E+12,45.3,93.06893921,60.35080172,2.8,2010,6.802388668,9.662432671,0.876389682,66.5,0.778120756,-0.05126686,0.692891896,0.840059161,0.215494677,0.37198627,-0.273978293,-0.12431024,2.145824432,0.315451592,0.453,0.4698,0.419643879,0.290797144,0.176534802,0.305610567,0.294242173,0.207957417,0.154983923,0.124062032
NLD,Netherlands,1420,54477.2274,276988.5,8.46555E+11,27.8,0,492.5998814,0.9,2010,7.501875877,10.72600937,0.956536889,71.40000153,0.921448231,0.344101906,0.398591846,0.853233814,0.206079304,0.636186302,1.195659637,1.856004,1.336109757,0.178103417,0.278,0.286333333,0.464674622,0.46932283,,,,,0.435723454,0.661756992
NZL,New Zealand,1755,38802.78948,61476.1,1.46584E+11,0,0,16.52310964,1.2,2010,7.223756313,10.37720966,0.975642204,72,0.917752504,0.250549614,0.32074818,0.84723419,0.234758481,0.639135182,1.371997356,1.959680557,1.686340332,0.233443692,,,0.426387578,,,,0.483870953,,0.511602223,0.562273264
POL,Poland,1834,23652.32651,763216.3,4.79258E+11,33.2,0,124.2092007,1.4,2010,5.887029648,9.98831749,0.95506531,67.30000305,0.794900477,-0.004292628,0.904697299,0.736897647,0.234237015,0.333801061,1.02746582,0.700623572,1.935959458,0.32885167,,,0.392158389,0.276937902,,0.344665885,0.169124022,,0.181796342,0.222115889
PRT,Portugal,1735,27080.30185,218106.3,2.38303E+11,35.8,0,115.4394585,1.2,2010,5.094525814,10.21238518,0.863906741,70.80000305,0.721036375,-0.108383298,0.947879434,0.741612136,0.265107363,0.263269573,0.912445068,0.969256222,2.068517208,0.406027436,0.358,0.367538462,0.438607901,0.241815701,,,,,,
SVN,Slovenia,1680.1,35473.81452,42582.3,48013606745,24.9,0,101.6858269,1,2010,6.082555294,10.26389885,0.917203367,69.19999695,0.895522416,0.026649822,0.844790697,0.67081368,0.295366138,0.331916302,0.957573533,0.9297418,2.168138504,0.356451929,0.249,0.2495,0.367663682,,,,0.1529295,,0.175898924,0.199812382
SWE,Sweden,1494,40175.42479,186238.8,4.88909E+11,27.7,0,22.85452552,0.9,2010,7.496018887,10.66761875,0.97024262,71.90000153,0.904699981,0.13516292,0.253086656,0.833033264,0.20011203,0.602851212,1.318448305,1.973138332,1.593267798,0.212548524,0.277,0.274153846,0.309502602,0.561385512,0.570789635,,0.565906823,0.637184501,0.679727852,0.607827246
USA,United States,1773,59476.63603,4943513.7,1.49921E+13,40.4,0,33.81566442,1.3,2010,7.16361618,10.80718327,0.926158726,68.69999695,0.828044355,0.235521659,0.689582586,0.860642135,0.231052637,0.418275833,0.786004841,1.478329778,2.182073832,0.304605067,0.404,0.408166667,0.739406407,,0.453547865,,0.349512935,0.35518533,0.393451452,0.351394504
